date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
2017-05-01,05H,"NHS WARWICKSHIRE NORTH CCG",21338,55933.81,0,0
2017-05-01,00V,"NHS BURY CCG",21480,93935.16,0,0
2017-05-01,10K,"NHS FAREHAM AND GOSPORT CCG",21508,68349.03,0,0
2017-05-01,10V,"NHS SOUTH EASTERN HAMPSHIRE CCG",21845,74221.72,0,0
2017-05-01,02E,"NHS WARRINGTON CCG",21997,67156.66,0,0
2017-05-01,01E,"NHS GREATER PRESTON CCG",22140,62827.48,0,0
2017-05-01,06A,"NHS WOLVERHAMPTON CCG",22916,64252.74,0,0
2017-05-01,08V,"NHS TOWER HAMLETS CCG",23162,58102.3,0,0
2017-05-01,99E,"NHS BASILDON AND BRENTWOOD CCG",23475,91927.14,0,0
2017-05-01,03A,"NHS GREATER HUDDERSFIELD CCG",23589,75928.05,0,0
2017-05-01,01J,"NHS KNOWSLEY CCG",23715,60450.14,0,0
2017-05-01,00N,"NHS SOUTH TYNESIDE CCG",23856,59976.66,0,0
2017-05-01,02M,"NHS FYLDE AND WYRE CCG",24006,71490.88,0,0
2017-05-01,10J,"NHS NORTH HAMPSHIRE CCG",24409,88162.94,0,0
2017-05-01,10R,"NHS PORTSMOUTH CCG",24993,79664.39,0,0
2017-05-01,05G,"NHS NORTH STAFFORDSHIRE CCG",25119,89795.52,0,0
2017-05-01,02T,"NHS CALDERDALE CCG",25607,78553.53,0,0
2017-05-01,05R,"NHS SOUTH WARWICKSHIRE CCG",25746,72674.82,0,0
2017-05-01,05Y,"NHS WALSALL CCG",25956,73356.67,0,0
2017-05-01,10X,"NHS SOUTHAMPTON CCG",26159,102480.87,0,0
2017-05-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",27386,97507.25,0,0
2017-05-01,00Y,"NHS OLDHAM CCG",27532,93305.33,0,0
2017-05-01,02A,"NHS TRAFFORD CCG",27649,115868.31,0,0
2017-05-01,07H,"NHS WEST ESSEX CCG",28093,91235.02,0,0
2017-05-01,00R,"NHS BLACKPOOL CCG",28484,79767.56,0,0
2017-05-01,05N,"NHS SHROPSHIRE CCG",28596,112875.81,0,0
2017-05-01,01X,"NHS ST HELENS CCG",28760,94518.18,0,0
2017-05-01,05C,"NHS DUDLEY CCG",28772,87908.8,0,0
2017-05-01,15D,"NHS EAST BERKSHIRE CCG",29121,116124.97,0,0
2017-05-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND CCG",29690,87496.82,0,0
2017-05-01,04C,"NHS LEICESTER CITY CCG",31048,85395.97,0,0
2017-05-01,01Y,"NHS TAMESIDE AND GLOSSOP CCG",31342,93122.81,0,0
2017-05-01,09D,"NHS BRIGHTON AND HOVE CCG",31941,84948.41,0,0
2017-05-01,00T,"NHS BOLTON CCG",33044,101116.41,0,0
2017-05-01,99C,"NHS NORTH TYNESIDE CCG",33276,83253.56,0,0
2017-05-01,03L,"NHS ROTHERHAM CCG",33602,93434.49,0,0
2017-05-01,07K,"NHS WEST SUFFOLK CCG",34083,102838.72,0,0
2017-05-01,03Q,"NHS VALE OF YORK CCG",34588,93457.45,0,0
2017-05-01,02Y,"NHS EAST RIDING OF YORKSHIRE CCG",35317,100304.14,0,0
2017-05-01,05W,"NHS STOKE ON TRENT CCG",36324,98853.95,0,0
2017-05-01,02H,"NHS WIGAN BOROUGH CCG",36902,147262.72,0,0
2017-05-01,03F,"NHS HULL CCG",37960,89963.66,0,0
2017-05-01,01W,"NHS STOCKPORT CCG",38313,121256.6,0,0
2017-05-01,01G,"NHS SALFORD CCG",38865,132406.23,0,0
2017-05-01,14Y,"NHS BUCKINGHAMSHIRE CCG",39149,167503.76,0,0
2017-05-01,04V,"NHS WEST LEICESTERSHIRE CCG",39213,107113.76,0,0
2017-05-01,02X,"NHS DONCASTER CCG",39421,113236.52,0,0
2017-05-01,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG",39559,109559.12,0,0
2017-05-01,15A,"NHS BERKSHIRE WEST CCG",40023,163183.43,0,0
2017-05-01,01K,"NHS MORECAMBE BAY CCG",40639,137412.35,0,0
2017-05-01,05A,"NHS COVENTRY AND RUGBY CCG",40775,95680.35,0,0
2017-05-01,02P,"NHS BARNSLEY CCG",41092,119499.8,0,0
2017-05-01,06F,"NHS BEDFORDSHIRE CCG",41093,103505.59,0,0
2017-05-01,01H,"NHS NORTH CUMBRIA CCG",41124,112098.93,0,0
2017-05-01,06N,"NHS HERTS VALLEYS CCG",42376,159389.95,0,0
2017-05-01,01A,"NHS EAST LANCASHIRE CCG",43015,163436.23,0,0
2017-05-01,03R,"NHS WAKEFIELD CCG",43151,138323.65,0,0
2017-05-01,06Q,"NHS MID ESSEX CCG",44599,121373.37,0,0
2017-05-01,12F,"NHS WIRRAL CCG",44766,122131.4,0,0
2017-05-01,42D,"NHS NORTH YORKSHIRE CCG",45308,132334.59,0,0
2017-05-01,06T,"NHS NORTH EAST ESSEX CCG",46049,149634.89,0,0
2017-05-01,00L,"NHS NORTHUMBERLAND CCG",46638,128334.59,0,0
2017-05-01,06L,"NHS IPSWICH AND EAST SUFFOLK CCG",48341,139255.55,0,0
2017-05-01,00P,"NHS SUNDERLAND CCG",51184,114627.55,0,0
2017-05-01,11A,"NHS WEST HAMPSHIRE CCG",53103,186594.85,0,0
2017-05-01,06K,"NHS EAST AND NORTH HERTFORDSHIRE CCG",55455,173487.81,0,0
2017-05-01,11X,"NHS SOMERSET CCG",59314,169455.92,0,0
2017-05-01,97R,"NHS EAST SUSSEX CCG",60630,195023.54,0,0
2017-05-01,36J,"NHS BRADFORD DISTRICT AND CRAVEN CCG",61292,189677.88,0,0
2017-05-01,10Q,"NHS OXFORDSHIRE CCG",63492,288781.19,0,0
2017-05-01,14L,"NHS MANCHESTER CCG",65812,197117.09,0,0
2017-05-01,99A,"NHS LIVERPOOL CCG",68088,196986.24,0,0
2017-05-01,03N,"NHS SHEFFIELD CCG",69251,211144.89,0,0
2017-05-01,92A,"NHS SURREY HEARTLANDS CCG",70558,298465.56,0,0
2017-05-01,11M,"NHS GLOUCESTERSHIRE CCG",71709,191119.34,0,0
2017-05-01,11N,"NHS KERNOW CCG",73393,227219.61,0,0
2017-05-01,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG",78461,251775.16,0,0
2017-05-01,70F,"NHS WEST SUSSEX CCG",79540,329117.84,0,0
2017-05-01,13T,"NHS NEWCASTLE GATESHEAD CCG",79917,214803.95,0,0
2017-05-01,27D,"NHS CHESHIRE CCG",81766,244475.28,0,0
2017-05-01,11J,"NHS DORSET CCG",82202,294628.63,0,0
2017-05-01,15F,"NHS LEEDS CCG",82741,245050.41,0,0
2017-05-01,93C,"NHS NORTH CENTRAL LONDON CCG",85010,326273.55,0,0
2017-05-01,78H,"NHS NORTHAMPTONSHIRE CCG",88179,214188.57,0,0
2017-05-01,84H,"NHS COUNTY DURHAM CCG",92705,241234.5,0,0
2017-05-01,15E,"NHS BIRMINGHAM AND SOLIHULL CCG",93329,282819.85,0,0
2017-05-01,36L,"NHS SOUTH WEST LONDON CCG",94108,317455.72,0,0
2017-05-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",97483,284642.88,0,0
2017-05-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",99276,274402.52,0,0
2017-05-01,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG",100868,236789.45,0,0
2017-05-01,16C,"NHS TEES VALLEY CCG",101744,271116.55,0,0
2017-05-01,72Q,"NHS SOUTH EAST LONDON CCG",104147,405377.41,0,0
2017-05-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG",106735,398794.75,0,0
2017-05-01,15M,"NHS DERBY AND DERBYSHIRE CCG",110341,339989.34,0,0
2017-05-01,71E,"NHS LINCOLNSHIRE CCG",110498,321820.52,0,0
2017-05-01,15N,"NHS DEVON CCG",138083,401160.77,0,0
2017-05-01,26A,"NHS NORFOLK AND WAVENEY CCG",146688,450958.26,0,0
2017-05-01,91Q,"NHS KENT AND MEDWAY CCG",173703,604569.36,0,0
2017-06-01,02D,"NHS VALE ROYAL CCG",2,2.61,0,0
2017-06-01,10C,"NHS SURREY HEATH CCG",7570,28428.16,0,0
2017-06-01,02G,"NHS WEST LANCASHIRE CCG",10998,39654.82,0,0
2017-06-01,08Y,"NHS WEST LONDON CCG",11178,46889.31,0,0
2017-06-01,08C,"NHS HAMMERSMITH AND FULHAM CCG",11672,38630.93,0,0
2017-06-01,08E,"NHS HARROW CCG",11818,41394.08,0,0
2017-06-01,09A,"NHS CENTRAL LONDON (WESTMINSTER) CCG",11876,48021.48,0,0
2017-06-01,06P,"NHS LUTON CCG",12121,47441.75,0,0
2017-06-01,04Y,"NHS CANNOCK CHASE CCG",12862,37983.34,0,0
2017-06-01,08N,"NHS REDBRIDGE CCG",13078,45315.41,0,0
2017-06-01,05D,"NHS EAST STAFFORDSHIRE CCG",13108,36582.58,0,0
2017-06-01,08W,"NHS WALTHAM FOREST CCG",13193,45147.33,0,0
2017-06-01,07T,"NHS CITY AND HACKNEY CCG",13706,51823.3,0,0
2017-06-01,05V,"NHS STAFFORD AND SURROUNDS CCG",13973,37467.06,0,0
2017-06-01,07L,"NHS BARKING AND DAGENHAM CCG",14456,35833.87,0,0
2017-06-01,01V,"NHS SOUTHPORT AND FORMBY CCG",14649,57110.15,0,0
2017-06-01,07G,"NHS THURROCK CCG",14813,38357.28,0,0
2017-06-01,07P,"NHS BRENT CCG",14837,47376.73,0,0
2017-06-01,02Q,"NHS BASSETLAW CCG",15411,36338.46,0,0
2017-06-01,07Y,"NHS HOUNSLOW CCG",16163,50280.95,0,0
2017-06-01,01F,"NHS HALTON CCG",16447,43390.65,0,0
2017-06-01,99G,"NHS SOUTHEND CCG",16637,55994.6,0,0
2017-06-01,99F,"NHS CASTLE POINT AND ROCHFORD CCG",16710,48808.92,0,0
2017-06-01,05X,"NHS TELFORD AND WREKIN CCG",17194,61392.23,0,0
2017-06-01,08G,"NHS HILLINGDON CCG",17324,55586.88,0,0
2017-06-01,00Q,"NHS BLACKBURN WITH DARWEN CCG",17887,58681.14,0,0
2017-06-01,10L,"NHS ISLE OF WIGHT CCG",17915,66144.06,0,0
2017-06-01,08F,"NHS HAVERING CCG",18156,52772.97,0,0
2017-06-01,99M,"NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG",18157,66710.52,0,0
2017-06-01,08M,"NHS NEWHAM CCG",18976,71186.99,0,0
2017-06-01,03H,"NHS NORTH EAST LINCOLNSHIRE CCG",19166,48997.92,0,0
2017-06-01,07W,"NHS EALING CCG",19505,77862.2,0,0
2017-06-01,00X,"NHS CHORLEY AND SOUTH RIBBLE CCG",19830,62818.82,0,0
2017-06-01,01T,"NHS SOUTH SEFTON CCG",19995,58743.62,0,0
2017-06-01,03J,"NHS NORTH KIRKLEES CCG",20033,69269.31,0,0
2017-06-01,04F,"NHS MILTON KEYNES CCG",20377,63487.97,0,0
2017-06-01,10K,"NHS FAREHAM AND GOSPORT CCG",20768,66310.21,0,0
2017-06-01,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG",20966,48567.38,0,0
2017-06-01,05H,"NHS WARWICKSHIRE NORTH CCG",21105,53081.85,0,0
2017-06-01,00V,"NHS BURY CCG",21522,88199.35,0,0
2017-06-01,03K,"NHS NORTH LINCOLNSHIRE CCG",21525,55625.62,0,0
2017-06-01,02E,"NHS WARRINGTON CCG",21586,62058.22,0,0
2017-06-01,10V,"NHS SOUTH EASTERN HAMPSHIRE CCG",21864,78323.17,0,0
2017-06-01,01E,"NHS GREATER PRESTON CCG",22134,62055.98,0,0
2017-06-01,06A,"NHS WOLVERHAMPTON CCG",22515,60055.95,0,0
2017-06-01,99E,"NHS BASILDON AND BRENTWOOD CCG",23016,82844.15,0,0
2017-06-01,01J,"NHS KNOWSLEY CCG",23657,60387.64,0,0
2017-06-01,08V,"NHS TOWER HAMLETS CCG",23933,59883.68,0,0
2017-06-01,02M,"NHS FYLDE AND WYRE CCG",24230,71187.4,0,0
2017-06-01,03A,"NHS GREATER HUDDERSFIELD CCG",24297,79598.14,0,0
2017-06-01,00N,"NHS SOUTH TYNESIDE CCG",24319,64850.14,0,0
2017-06-01,10R,"NHS PORTSMOUTH CCG",24402,74283.13,0,0
2017-06-01,05G,"NHS NORTH STAFFORDSHIRE CCG",24761,84915.44,0,0
2017-06-01,10J,"NHS NORTH HAMPSHIRE CCG",25369,85958.66,0,0
2017-06-01,02T,"NHS CALDERDALE CCG",25637,74806.55,0,0
2017-06-01,05Y,"NHS WALSALL CCG",26022,71499.54,0,0
2017-06-01,10X,"NHS SOUTHAMPTON CCG",26183,107667.77,0,0
2017-06-01,05R,"NHS SOUTH WARWICKSHIRE CCG",26193,80053.73,0,0
2017-06-01,02A,"NHS TRAFFORD CCG",26992,119515.61,0,0
2017-06-01,00Y,"NHS OLDHAM CCG",27481,92593.36,0,0
2017-06-01,07H,"NHS WEST ESSEX CCG",28078,89604.99,0,0
2017-06-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",28277,104494.28,0,0
2017-06-01,05N,"NHS SHROPSHIRE CCG",28672,106972.48,0,0
2017-06-01,05C,"NHS DUDLEY CCG",28701,89706.13,0,0
2017-06-01,15D,"NHS EAST BERKSHIRE CCG",28889,112645.56,0,0
2017-06-01,00R,"NHS BLACKPOOL CCG",29024,82280.15,0,0
2017-06-01,01X,"NHS ST HELENS CCG",29356,88800.26,0,0
2017-06-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND CCG",30599,92179.96,0,0
2017-06-01,04C,"NHS LEICESTER CITY CCG",31274,83314.69,0,0
2017-06-01,09D,"NHS BRIGHTON AND HOVE CCG",31600,89261.07,0,0
2017-06-01,01Y,"NHS TAMESIDE AND GLOSSOP CCG",31651,96344.75,0,0
2017-06-01,07K,"NHS WEST SUFFOLK CCG",34009,98190.37,0,0
2017-06-01,00T,"NHS BOLTON CCG",34053,110482.59,0,0
2017-06-01,99C,"NHS NORTH TYNESIDE CCG",34148,80405.8,0,0
2017-06-01,03L,"NHS ROTHERHAM CCG",34445,95907.74,0,0
2017-06-01,03Q,"NHS VALE OF YORK CCG",35193,96437.58,0,0
2017-06-01,02Y,"NHS EAST RIDING OF YORKSHIRE CCG",35647,101323.96,0,0
2017-06-01,05W,"NHS STOKE ON TRENT CCG",35820,93363.69,0,0
2017-06-01,14Y,"NHS BUCKINGHAMSHIRE CCG",38703,163637.2,0,0
2017-06-01,03F,"NHS HULL CCG",38957,90845.23,0,0
2017-06-01,01W,"NHS STOCKPORT CCG",38975,119659.57,0,0
2017-06-01,01G,"NHS SALFORD CCG",38983,129165.77,0,0
2017-06-01,02H,"NHS WIGAN BOROUGH CCG",39060,156413.52,0,0
2017-06-01,04V,"NHS WEST LEICESTERSHIRE CCG",39456,105327.9,0,0
2017-06-01,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG",39840,110361.3,0,0
2017-06-01,15A,"NHS BERKSHIRE WEST CCG",40878,168348.64,0,0
2017-06-01,02X,"NHS DONCASTER CCG",40887,118372.03,0,0
2017-06-01,06F,"NHS BEDFORDSHIRE CCG",40998,105613.95,0,0
2017-06-01,01H,"NHS NORTH CUMBRIA CCG",41244,109225.3,0,0
2017-06-01,01K,"NHS MORECAMBE BAY CCG",41493,134889.21,0,0
2017-06-01,05A,"NHS COVENTRY AND RUGBY CCG",42138,98175.61,0,0
2017-06-01,06N,"NHS HERTS VALLEYS CCG",42221,149942.18,0,0
2017-06-01,02P,"NHS BARNSLEY CCG",42270,114510.88,0,0
2017-06-01,01A,"NHS EAST LANCASHIRE CCG",43987,162069.36,0,0
2017-06-01,06Q,"NHS MID ESSEX CCG",44536,114347.72,0,0
2017-06-01,03R,"NHS WAKEFIELD CCG",44572,144421.68,0,0
2017-06-01,12F,"NHS WIRRAL CCG",45489,119520.48,0,0
2017-06-01,06T,"NHS NORTH EAST ESSEX CCG",46557,148144.92,0,0
2017-06-01,42D,"NHS NORTH YORKSHIRE CCG",46559,130603.64,0,0
2017-06-01,00L,"NHS NORTHUMBERLAND CCG",47000,125191.26,0,0
2017-06-01,06L,"NHS IPSWICH AND EAST SUFFOLK CCG",48325,130991.64,0,0
2017-06-01,00P,"NHS SUNDERLAND CCG",52229,117438.34,0,0
2017-06-01,11A,"NHS WEST HAMPSHIRE CCG",53677,189052.22,0,0
2017-06-01,06K,"NHS EAST AND NORTH HERTFORDSHIRE CCG",56491,176938.25,0,0
2017-06-01,11X,"NHS SOMERSET CCG",59209,162091.5,0,0
2017-06-01,97R,"NHS EAST SUSSEX CCG",61597,201122.12,0,0
2017-06-01,36J,"NHS BRADFORD DISTRICT AND CRAVEN CCG",62044,186560.73,0,0
2017-06-01,10Q,"NHS OXFORDSHIRE CCG",63041,267779.17,0,0
2017-06-01,14L,"NHS MANCHESTER CCG",67226,203423.91,0,0
2017-06-01,99A,"NHS LIVERPOOL CCG",68770,192292.49,0,0
2017-06-01,92A,"NHS SURREY HEARTLANDS CCG",69728,287193.48,0,0
2017-06-01,03N,"NHS SHEFFIELD CCG",70908,203169.61,0,0
2017-06-01,11M,"NHS GLOUCESTERSHIRE CCG",71803,193319.11,0,0
2017-06-01,11N,"NHS KERNOW CCG",72977,215717.43,0,0
2017-06-01,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG",79524,252293.52,0,0
2017-06-01,13T,"NHS NEWCASTLE GATESHEAD CCG",80317,216880.43,0,0
2017-06-01,70F,"NHS WEST SUSSEX CCG",80700,314371.45,0,0
2017-06-01,11J,"NHS DORSET CCG",81184,276580.42,0,0
2017-06-01,15F,"NHS LEEDS CCG",84254,248164.92,0,0
2017-06-01,93C,"NHS NORTH CENTRAL LONDON CCG",84472,303540.84,0,0
2017-06-01,27D,"NHS CHESHIRE CCG",85215,259467.64,0,0
2017-06-01,78H,"NHS NORTHAMPTONSHIRE CCG",89537,210089.05,0,0
2017-06-01,15E,"NHS BIRMINGHAM AND SOLIHULL CCG",93355,272759.44,0,0
2017-06-01,36L,"NHS SOUTH WEST LONDON CCG",93825,304204.87,0,0
2017-06-01,84H,"NHS COUNTY DURHAM CCG",95989,247133.35,0,0
2017-06-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",98177,261761.48,0,0
2017-06-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",99095,287220.39,0,0
2017-06-01,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG",100235,231777,0,0
2017-06-01,16C,"NHS TEES VALLEY CCG",100864,258875.92,0,0
2017-06-01,72Q,"NHS SOUTH EAST LONDON CCG",104207,389816.39,0,0
2017-06-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG",108000,407241.55,0,0
2017-06-01,71E,"NHS LINCOLNSHIRE CCG",110672,326643.28,0,0
2017-06-01,15M,"NHS DERBY AND DERBYSHIRE CCG",111115,333211.27,0,0
2017-06-01,15N,"NHS DEVON CCG",138685,395682.76,0,0
2017-06-01,26A,"NHS NORFOLK AND WAVENEY CCG",145243,436809.04,0,0
2017-06-01,91Q,"NHS KENT AND MEDWAY CCG",172968,571911.97,0,0
2017-07-01,02D,"NHS VALE ROYAL CCG",1,0.78,0,0
2017-07-01,10C,"NHS SURREY HEATH CCG",7250,25527.37,0,0
2017-07-01,02G,"NHS WEST LANCASHIRE CCG",10818,36164.76,0,0
2017-07-01,09A,"NHS CENTRAL LONDON (WESTMINSTER) CCG",11325,38634.69,0,0
2017-07-01,08C,"NHS HAMMERSMITH AND FULHAM CCG",11373,41285.02,0,0
2017-07-01,08Y,"NHS WEST LONDON CCG",11411,48145.92,0,0
2017-07-01,08E,"NHS HARROW CCG",11619,44972.27,0,0
2017-07-01,06P,"NHS LUTON CCG",11782,42640.92,0,0
2017-07-01,05D,"NHS EAST STAFFORDSHIRE CCG",12546,34917.88,0,0
2017-07-01,08N,"NHS REDBRIDGE CCG",12792,41790.19,0,0
2017-07-01,04Y,"NHS CANNOCK CHASE CCG",12856,37876.74,0,0
2017-07-01,08W,"NHS WALTHAM FOREST CCG",13564,45531.3,0,0
2017-07-01,07T,"NHS CITY AND HACKNEY CCG",13743,47780.59,0,0
2017-07-01,05V,"NHS STAFFORD AND SURROUNDS CCG",13820,40938.58,0,0
2017-07-01,07L,"NHS BARKING AND DAGENHAM CCG",13898,33786.91,0,0
2017-07-01,07G,"NHS THURROCK CCG",14187,36567.5,0,0
2017-07-01,01V,"NHS SOUTHPORT AND FORMBY CCG",14225,52329.74,0,0
2017-07-01,02Q,"NHS BASSETLAW CCG",14695,34224.49,0,0
2017-07-01,07P,"NHS BRENT CCG",14828,47548.69,0,0
2017-07-01,07Y,"NHS HOUNSLOW CCG",15485,49888.52,0,0
2017-07-01,01F,"NHS HALTON CCG",15865,42569.84,0,0
2017-07-01,99G,"NHS SOUTHEND CCG",15923,52074.72,0,0
2017-07-01,99F,"NHS CASTLE POINT AND ROCHFORD CCG",16132,48318.79,0,0
2017-07-01,05X,"NHS TELFORD AND WREKIN CCG",16615,66064.23,0,0
2017-07-01,08G,"NHS HILLINGDON CCG",16867,50367.94,0,0
2017-07-01,99M,"NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG",17336,68187.75,0,0
2017-07-01,08F,"NHS HAVERING CCG",17590,55702.99,0,0
2017-07-01,10L,"NHS ISLE OF WIGHT CCG",17741,67838.67,0,0
2017-07-01,00Q,"NHS BLACKBURN WITH DARWEN CCG",17817,58090.52,0,0
2017-07-01,08M,"NHS NEWHAM CCG",18846,59357.13,0,0
2017-07-01,00X,"NHS CHORLEY AND SOUTH RIBBLE CCG",18920,56847.04,0,0
2017-07-01,01T,"NHS SOUTH SEFTON CCG",19015,57818.22,0,0
2017-07-01,03J,"NHS NORTH KIRKLEES CCG",19144,67339.77,0,0
2017-07-01,03H,"NHS NORTH EAST LINCOLNSHIRE CCG",19235,46591.63,0,0
2017-07-01,07W,"NHS EALING CCG",19381,83030.29,0,0
2017-07-01,04F,"NHS MILTON KEYNES CCG",19863,59670.67,0,0
2017-07-01,00V,"NHS BURY CCG",20313,85179.43,0,0
2017-07-01,05H,"NHS WARWICKSHIRE NORTH CCG",20661,52406.73,0,0
2017-07-01,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG",20765,50331.61,0,0
2017-07-01,10K,"NHS FAREHAM AND GOSPORT CCG",20779,67851.12,0,0
2017-07-01,10V,"NHS SOUTH EASTERN HAMPSHIRE CCG",20975,74957.37,0,0
2017-07-01,03K,"NHS NORTH LINCOLNSHIRE CCG",21007,53750.47,0,0
2017-07-01,02E,"NHS WARRINGTON CCG",22159,65273.25,0,0
2017-07-01,01E,"NHS GREATER PRESTON CCG",22190,60213.63,0,0
2017-07-01,06A,"NHS WOLVERHAMPTON CCG",22658,65710.36,0,0
2017-07-01,00N,"NHS SOUTH TYNESIDE CCG",22786,60840.14,0,0
2017-07-01,05G,"NHS NORTH STAFFORDSHIRE CCG",23273,84677.27,0,0
2017-07-01,99E,"NHS BASILDON AND BRENTWOOD CCG",23406,76859.37,0,0
2017-07-01,01J,"NHS KNOWSLEY CCG",23426,59703.72,0,0
2017-07-01,03A,"NHS GREATER HUDDERSFIELD CCG",23457,76806.4,0,0
2017-07-01,08V,"NHS TOWER HAMLETS CCG",23694,57567.99,0,0
2017-07-01,10R,"NHS PORTSMOUTH CCG",23754,75116.42,0,0
2017-07-01,05Y,"NHS WALSALL CCG",24188,67862.95,0,0
2017-07-01,02T,"NHS CALDERDALE CCG",24288,67317.7,0,0
2017-07-01,02M,"NHS FYLDE AND WYRE CCG",24342,73782.54,0,0
2017-07-01,10J,"NHS NORTH HAMPSHIRE CCG",25110,86892.7,0,0
2017-07-01,05R,"NHS SOUTH WARWICKSHIRE CCG",25600,69701.58,0,0
2017-07-01,10X,"NHS SOUTHAMPTON CCG",25832,104142.11,0,0
2017-07-01,02A,"NHS TRAFFORD CCG",26578,105155.62,0,0
2017-07-01,00Y,"NHS OLDHAM CCG",26830,88845.78,0,0
2017-07-01,07H,"NHS WEST ESSEX CCG",27313,89182.96,0,0
2017-07-01,05C,"NHS DUDLEY CCG",27939,87258.42,0,0
2017-07-01,00R,"NHS BLACKPOOL CCG",28189,77947.95,0,0
2017-07-01,05N,"NHS SHROPSHIRE CCG",28305,103003.16,0,0
2017-07-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",28581,102703.48,0,0
2017-07-01,15D,"NHS EAST BERKSHIRE CCG",28839,112742.01,0,0
2017-07-01,01X,"NHS ST HELENS CCG",28926,95705.25,0,0
2017-07-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND CCG",29238,88298.36,0,0
2017-07-01,09D,"NHS BRIGHTON AND HOVE CCG",30689,83975.35,0,0
2017-07-01,04C,"NHS LEICESTER CITY CCG",30947,87251.62,0,0
2017-07-01,01Y,"NHS TAMESIDE AND GLOSSOP CCG",31018,92291.54,0,0
2017-07-01,99C,"NHS NORTH TYNESIDE CCG",32633,79348.52,0,0
2017-07-01,00T,"NHS BOLTON CCG",33285,103371.5,0,0
2017-07-01,07K,"NHS WEST SUFFOLK CCG",33448,98612.52,0,0
2017-07-01,03L,"NHS ROTHERHAM CCG",33532,90045.44,0,0
2017-07-01,03Q,"NHS VALE OF YORK CCG",33859,89071.66,0,0
2017-07-01,02Y,"NHS EAST RIDING OF YORKSHIRE CCG",34262,95847.76,0,0
2017-07-01,05W,"NHS STOKE ON TRENT CCG",34682,94547.44,0,0
2017-07-01,03F,"NHS HULL CCG",37013,85517.44,0,0
2017-07-01,02H,"NHS WIGAN BOROUGH CCG",37583,160168.67,0,0
2017-07-01,01W,"NHS STOCKPORT CCG",37740,120787.36,0,0
2017-07-01,14Y,"NHS BUCKINGHAMSHIRE CCG",37780,157724.23,0,0
2017-07-01,04V,"NHS WEST LEICESTERSHIRE CCG",38513,101678.97,0,0
2017-07-01,01G,"NHS SALFORD CCG",38588,124775.18,0,0
2017-07-01,05L,"NHS SANDWELL AND WEST BIRMINGHAM CCG",38742,107203.23,0,0
2017-07-01,02X,"NHS DONCASTER CCG",39797,107888.21,0,0
2017-07-01,02P,"NHS BARNSLEY CCG",39929,104281.52,0,0
2017-07-01,15A,"NHS BERKSHIRE WEST CCG",40174,157044.32,0,0
2017-07-01,05A,"NHS COVENTRY AND RUGBY CCG",40367,94942.82,0,0
2017-07-01,01K,"NHS MORECAMBE BAY CCG",40853,131527.4,0,0
2017-07-01,01H,"NHS NORTH CUMBRIA CCG",41071,114179.48,0,0
2017-07-01,06F,"NHS BEDFORDSHIRE CCG",41076,106031.44,0,0
2017-07-01,01A,"NHS EAST LANCASHIRE CCG",41696,152272.52,0,0
2017-07-01,06N,"NHS HERTS VALLEYS CCG",41961,145970.26,0,0
2017-07-01,03R,"NHS WAKEFIELD CCG",42368,139186.59,0,0
2017-07-01,06Q,"NHS MID ESSEX CCG",43304,111447.83,0,0
2017-07-01,12F,"NHS WIRRAL CCG",43449,119095.64,0,0
2017-07-01,42D,"NHS NORTH YORKSHIRE CCG",44436,129071.02,0,0
2017-07-01,00L,"NHS NORTHUMBERLAND CCG",44761,122013.78,0,0
2017-07-01,06T,"NHS NORTH EAST ESSEX CCG",46483,147075.59,0,0
2017-07-01,06L,"NHS IPSWICH AND EAST SUFFOLK CCG",46865,131908.93,0,0
2017-07-01,00P,"NHS SUNDERLAND CCG",51326,110752.24,0,0
2017-07-01,11A,"NHS WEST HAMPSHIRE CCG",52289,177333.47,0,0
